Date;Tweet_ID;Raw Text;Likes;Retweets;is_fire;is_wildland;is_urban;Light Cleaned Text;Advanced Cleaned Text;Hard Cleaned Text
Wed Jul 02 20:08:33 +0000 2025;1,94E+18;;29;14;1;0;0;Σε πύρινο κλοιό η Ιεράπετρα - Καίγονται σπίτια σε Αγία Φωτιά και Φέρμα #ingr #innews #ιεραπετρα;σε πυρινο κλοιο η ιεραπετρα - καιγονται σπιτια σε αγια φωτια και φερμα #ingr #innews #ιεραπετρα;πυρινος κλοιος ιεραπετρα καιγονται σπιτι αγια φωτια φερμα ingr innews ιεραπετρα
Wed Jul 02 20:08:24 +0000 2025;1,94E+18;;61;39;1;0;1;Εκτός ελέγχου η πυρκαγιά στην Ιεράπετρα #Κρήτης. Ακολουθήστε τις οδηγίες των άρχων και τις εκκενώσεων των περιοχών μέσω 112. #Κρήτη #crete #greece #island #fire #φωτιά;εκτος ελεγχου η πυρκαγια στην ιεραπετρα #κρητης. ακολουθηστε τις οδηγιες των αρχων και τις εκκενωσεων των περιοχων μεσω 112. #κρητη #crete #greece #island #fire #φωτια;ελεγχου πυρκαγια ιεραπετρα κρητη ακολουθηστε οδηγια αρχος εκκενωσεων περιοχη κρητη crete greece island fire φωτια
Wed Jul 02 20:07:04 +0000 2025;1,94E+18;;2;0;1;0;1;Ανεξέλεγκτη η φωτιά στην Ιεράπετρα: Καίγονται σπίτια – Σπεύδουν δυνάμεις από Πειραιά και Ελευσίνα (βίντεο);ανεξελεγκτη η φωτια στην ιεραπετρα: καιγονται σπιτια – σπευδουν δυναμεις απο πειραια και ελευσινα (βιντεο);ανεξελεγκτη φωτια ιεραπετρα καιγονται σπιτι σπευδω δυναμη πειραιας ελευσινα βιντεο
Wed Jul 02 20:04:36 +0000 2025;1,94E+18;;0;0;1;0;0;Εκτός ελέγχου η φωτιά στην Ιεράπετρας. Καλύτερη η εικόνα στη Χαλκιδική. Ενισχύθηκαν οι δυνάμεις στα Κύθηρα #φωτιά #Ιεράπετρα #Χαλκιδική #Κύθηρα #Κρήτη;εκτος ελεγχου η φωτια στην ιεραπετρας. καλυτερη η εικονα στη χαλκιδικη. ενισχυθηκαν οι δυναμεις στα κυθηρα #φωτια #ιεραπετρα #χαλκιδικη #κυθηρα #κρητη;ελεγχου φωτια ιεραπετρας καλυτερη εικονα χαλκιδικη ενισχυθηκαν δυναμη κυθηρα φωτια ιεραπετρα χαλκιδικη κυθηρα κρητη
Wed Jul 02 20:04:26 +0000 2025;1,94E+18;;8;4;1;1;0;Μάχη για να σωθεί το πευκοδάσος της Βουρβουρούς στη Χαλκιδική - Μαίνεται η φωτιά;μαχη για να σωθει το πευκοδασος της βουρβουρους στη χαλκιδικη - μαινεται η φωτια;μαχη σωθει πευκοδασος βουρβουρους χαλκιδικη μαινω φωτια
Wed Jul 02 20:04:12 +0000 2025;1,94E+18;;0;0;1;0;1;Εικόνες Aποκάλυψης από την φωτιά στην Ιεράπετρα: Καίγονται σπίτια, εκκενώθηκαν περιοχές (Βίντεο);εικονες aποκαλυψης απο την φωτια στην ιεραπετρα: καιγονται σπιτια, εκκενωθηκαν περιοχες (βιντεο);εικονες aποκαλυψης φωτια ιεραπετρα καιγονται σπιτι εκκενωθηκαν περιοχη βιντεο
Wed Jul 02 20:03:43 +0000 2025;1,94E+18;;0;0;0;;;Είπαν ότι υπάρχει απόσταση με το παίκτη και ότι ο παίκτης δεν καίγεται να γίνει φέτος (γιατί του χρόνου βλέπει ότι θα γίνει μάχη ανεβάζοντας τα φράγκα). Αυτή ακριβώς είναι η φάση.;ειπαν οτι υπαρχει αποσταση με το παικτη και οτι ο παικτης δεν καιγεται να γινει φετος (γιατι του χρονου βλεπει οτι θα γινει μαχη ανεβαζοντας τα φραγκα). αυτη ακριβως ειναι η φαση.;ειπαν υπαρχω αποσταση παικτης παικτης καιγω γινομαι φετος χρονος βλεπω γινομαι μαχη ανεβαζω φραγκα φαση
Wed Jul 02 20:02:58 +0000 2025;1,94E+18;;0;0;0;;;Ωχ μωρέ, η χώρα καίγεται και συ εκεί με τους παρατυπους τους παράνομους και το κέρατο μας το τραγιο.;ωχ μωρε, η χωρα καιγεται και συ εκει με τους παρατυπους τους παρανομους και το κερατο μας το τραγιο.;μωρε χωρα καιγω συ παρατυπος παρανομος κερατο τραγιος
Wed Jul 02 20:02:40 +0000 2025;1,94E+18;;1;0;1;0;1;Ανεξέλεγκτη η φωτιά στο Λασίθι: Κάηκαν σπίτια και απειλούνται ξενοδοχεία – Εκκενώσεις οικισμών, κόσμος απομακρύνθηκε με σκάφη;ανεξελεγκτη η φωτια στο λασιθι: καηκαν σπιτια και απειλουνται ξενοδοχεια – εκκενωσεις οικισμων, κοσμος απομακρυνθηκε με σκαφη;ανεξελεγκτη φωτια λασιθι καηκαν σπιτι απειλουνται ξενοδοχειο εκκενωσεις οικισμος κοσμος απομακρυνθηκε σκαφος
Wed Jul 02 20:02:25 +0000 2025;1,94E+18;;12;2;1;0;0;Υπό έλεγχο η #φωτιά στη #Χαλκιδική...;υπο ελεγχο η #φωτια στη #χαλκιδικη...;ελεγχος φωτια χαλκιδικη
Wed Jul 02 20:01:19 +0000 2025;1,94E+18;;0;0;1;0;1;Φωτιά στα Αχλιά Κρήτης – Μήνυμα 112 στους κατοίκους να απομακρυνθούν προς Ιεράπετρα -;φωτια στα αχλια κρητης – μηνυμα 112 στους κατοικους να απομακρυνθουν προς ιεραπετρα -;φωτια αχλια κρητη μηνυμα κατοικος απομακρυνθουν ιεραπετρα
Wed Jul 02 20:01:14 +0000 2025;1,94E+18;;0;0;0;;;Θεσσαλονίκη: Εντυπωσιακή άσκηση στον Θερμαϊκό με σενάριο για φωτιά σε επιβατικό πλοίο (Βίντεο);θεσσαλονικη: εντυπωσιακη ασκηση στον θερμαικο με σεναριο για φωτια σε επιβατικο πλοιο (βιντεο);θεσσαλονικη εντυπωσιακη ασκηση θερμαικος σεναριο φωτια επιβατικος πλοιο βιντεο
Wed Jul 02 20:01:10 +0000 2025;1,94E+18;;0;0;1;0;0;Δείτε στην ΚΡΗΤΗ TV Μεγάλη φωτιά στο Λασίθι;δειτε στην κρητη tv μεγαλη φωτια στο λασιθι;δειτε κρητη tv μεγαλος φωτια λασιθι
Wed Jul 02 20:01:10 +0000 2025;1,94E+18;;12;9;1;0;1;Εκτός ελέγχου η #φωτιά στο #Λασίθι... Μηνύματα από το 112 για #εκκενώσεις...;εκτος ελεγχου η #φωτια στο #λασιθι... μηνυματα απο το 112 για #εκκενωσεις...;ελεγχου φωτια λασιθι μηνυματα εκκενωσεις
Wed Jul 02 19:58:17 +0000 2025;1,94E+18;;0;0;0;;;Η Ιεράπετρα, τα Φέρμα, τα Αχλιά δοκιμάζονται σκληρά. Μαζί με τη γη που καίγεται, πληγώνονται καρδιές και ζωές. Σε αυτόν τον αγώνα, η γενναιότητα των ανθρώπων της πρώτης γραμμής δίνει ελπίδα. Ευχόμαστε σύντομα να επιστρέψει η ηρεμία και το φως σε κάθε γωνιά αυτού του τόπου.;η ιεραπετρα, τα φερμα, τα αχλια δοκιμαζονται σκληρα. μαζι με τη γη που καιγεται, πληγωνονται καρδιες και ζωες. σε αυτον τον αγωνα, η γενναιοτητα των ανθρωπων της πρωτης γραμμης δινει ελπιδα. ευχομαστε συντομα να επιστρεψει η ηρεμια και το φως σε καθε γωνια αυτου του τοπου.;ιεραπετρα φερμα αχλια δοκιμαζομαι σκληρα γη καιω πληγωνω καρδιες ζωες αγωνας γενναιοτητα ανθρωπος πρωτος γραμμη δινω ελπιδα ευχομαστε συντομα επιστρεφω ηρεμια φως γωνια τοπο
Wed Jul 02 19:57:52 +0000 2025;1,94E+18;;0;0;0;;;#φωτια #Λασιθι που να μην ήταν ετοιμη η Πολιτική Προστασία,εδώ ήταν έτοιμη και καίγεται το Λασίθι ...;#φωτια #λασιθι που να μην ηταν ετοιμη η πολιτικη προστασια,εδω ηταν ετοιμη και καιγεται το λασιθι ...;φωτια λασιθι ετοιμος πολιτικη προστασια ετοιμος καιω λασιθι
Wed Jul 02 19:56:57 +0000 2025;1,94E+18;;4;0;0;;;"Συγνώμη, το οτι «δεν καίγεται για αρ. εξτρεμ» απο που προκύπτει ακριβώς; Τοσο καιρό δεν ακούμε (ορθα) πως θα γινει δυνατή κινηση βασικού εκει; #paofc";"συγνωμη, το οτι «δεν καιγεται για αρ. εξτρεμ» απο που προκυπτει ακριβως; τοσο καιρο δεν ακουμε (ορθα) πως θα γινει δυνατη κινηση βασικου εκει; #paofc";συγνωμη οτι καιγω αρ εξτρεμ απο προκυπτω τοσο καιρος ακουμε ορθα γινει δυνατος κινηση βασικος εκει paofc
Wed Jul 02 19:56:26 +0000 2025;1,94E+18;;67;24;1;0;1;Δύσκολη νύχτα για την Ιεράπετρα: Εκτός ελέγχου η πυρκαγιά – Μεταφέρονται τουρίστες, φόβοι για καταστροφές - Ενισχύσεις από την Αθήνα (vid, pics) | Neakriti;δυσκολη νυχτα για την ιεραπετρα: εκτος ελεγχου η πυρκαγια – μεταφερονται τουριστες, φοβοι για καταστροφες - ενισχυσεις απο την αθηνα (vid, pics) | neakriti;δυσκολη νυχτα ιεραπετρα ελεγχου πυρκαγια μεταφερονται τουριστης φοβος καταστροφη ενισχυσεις αθηνα vid pics neakriti
Wed Jul 02 19:56:23 +0000 2025;1,94E+18;;7;1;0;;;Φωτιά σε δασική έκταση στην Κρήτη 74 εκατομμύρια πρόβατα έχουν ήδη χάσει τη ζωή τους…#πυρκαγιά #Οπεκε #κυβέρνηση_μητσοτάκη #μητσοτακη_παραιτησου;φωτια σε δασικη εκταση στην κρητη 74 εκατομμυρια προβατα εχουν ηδη χασει τη ζωη τους…#πυρκαγια #οπεκε #κυβερνηση_μητσοτακη #μητσοτακη_παραιτησου;φωτια δασικος εκταση κρητη εκατομμυριο προβατα χανω ζωη πυρκαγια οπεκε κυβερνηση μητσοτακη μητσοτακη παραιτησου
Wed Jul 02 19:56:18 +0000 2025;1,94E+18;;0;0;0;;;"Ρασπ δηλαδή όλοι λένε ψέματα ότι δεν καίγεται να έρθει ο Ρογκα;";"ρασπ δηλαδη ολοι λενε ψεματα οτι δεν καιγεται να ερθει ο ρογκα;";ρασπ λενε ψεματα καιγω ερθει ρογκα
Wed Jul 02 19:56:05 +0000 2025;1,94E+18;;73;3;0;;;Ελλάδα 2.0. Κατσικογάμηδες τρισάθλιοι. #φωτια #νδ_εγκληματικη_οργανωση;ελλαδα 2.0. κατσικογαμηδες τρισαθλιοι. #φωτια #νδ_εγκληματικη_οργανωση;ελλαδα κατσικογαμηδες τρισαθλιος φωτια νδ εγκληματικη οργανωση
Wed Jul 02 19:54:25 +0000 2025;1,94E+18;;18;2;0;;;Στην προπροηγούμενη εκπομπή είπαν ότι δεν τον νοιάζει τον Αταμαν οι έλληνες Στην προηγούμενη είπαν ότι ο Ρογκα είναι μονόδρομος για τον Παναθηναϊκό Και σήμερα δεν καίγεται ούτε ο παίχτης ούτε η ομάδα Το έκλεισα #paobc;στην προπροηγουμενη εκπομπη ειπαν οτι δεν τον νοιαζει τον αταμαν οι ελληνες στην προηγουμενη ειπαν οτι ο ρογκα ειναι μονοδρομος για τον παναθηναικο και σημερα δεν καιγεται ουτε ο παιχτης ουτε η ομαδα το εκλεισα #paobc;προπροηγουμενος εκπομπη λεγω νοιαζω αταμαν ελληνας προηγουμενος λεγω ρογκα μονοδρομος παναθηναικος σημερα καιω παιχτης ομαδα εκλεισα paobc
Wed Jul 02 19:53:11 +0000 2025;1,94E+18;;0;1;1;1;0;Φωτιά στα Αχλιά: Εφιαλτική νύχτα στο Λασίθι – Ανεξέλεγκτο το πύρινο μέτωπο (φωτο+βίντεο) κλικ εδώ #newshubgr #crete #ellada #ενημέρωση #neatora;φωτια στα αχλια: εφιαλτικη νυχτα στο λασιθι – ανεξελεγκτο το πυρινο μετωπο (φωτο+βιντεο) κλικ εδω #newshubgr #crete #ellada #ενημερωση #neatora;φωτια αχλια εφιαλτικη νυχτα λασιθι ανεξελεγκτο πυρινος μετωπο φωτο βιντεο κλικ newshubgr crete ellada ενημερωση neatora
Wed Jul 02 19:53:01 +0000 2025;1,94E+18;;18;8;0;;;Ανεξέλεγκτη η φωτιά στο Λασίθι: Κάηκαν σπίτια και απειλούνται ξενοδοχεία - Εκκενώσεις οικισμών, κόσμος απομακρύνθηκε με σκάφη Καλά που είναι τα σάιτ. Ακόμα και το ΟΠΕΝ το κανάλι των καταστροφών απέχει. Λίγο τσιπα ρε;ανεξελεγκτη η φωτια στο λασιθι: καηκαν σπιτια και απειλουνται ξενοδοχεια - εκκενωσεις οικισμων, κοσμος απομακρυνθηκε με σκαφη καλα που ειναι τα σαιτ. ακομα και το οπεν το καναλι των καταστροφων απεχει. λιγο τσιπα ρε;ανεξελεγκτη φωτια λασιθι καηκαν σπιτι απειλουνται ξενοδοχειο εκκενωσεις οικισμος κοσμος απομακρυνθηκε σκαφος σαιτ οπεν καναλι καταστροφων απεχω τσιπα ρε
Wed Jul 02 19:52:51 +0000 2025;1,94E+18;;0;0;0;;;Αποκαταστάθηκε η κυκλοφορία στην επαρχιακή οδό Ν. Μουδανιών-Σάρτης που είχε διακοπεί λόγω πυρκαγιάς #αποκαταστασηκυκλοφοριας #επαρχιακήοδός #πυρκαγιά;αποκατασταθηκε η κυκλοφορια στην επαρχιακη οδο ν. μουδανιων-σαρτης που ειχε διακοπει λογω πυρκαγιας #αποκαταστασηκυκλοφοριας #επαρχιακηοδος #πυρκαγια;αποκατασταθηκε κυκλοφορια επαρχιακος οδος ν μουδανιων σαρτη διακοπει πυρκαγιας αποκαταστασηκυκλοφοριας επαρχιακηοδος πυρκαγια
Wed Jul 02 19:52:24 +0000 2025;1,94E+18;;38;4;0;;;Κάθε καλοκαίρι η ίδια γαμημένη ιστορία με τις φωτιές #πυρκαγιά #Ιεραπετρα;καθε καλοκαιρι η ιδια γαμημενη ιστορια με τις φωτιες #πυρκαγια #ιεραπετρα;καλοκαιρι γαμημενη ιστορια φωτια πυρκαγια ιεραπετρα
Wed Jul 02 19:52:05 +0000 2025;1,94E+18;;0;0;0;;;Εκεί η Αχλιά και η Αγία Φωτιά του Λασιθίου δεν είχαν καεί και πέρυσι?;εκει η αχλια και η αγια φωτια του λασιθιου δεν ειχαν καει και περυσι?;αχλια αγια φωτια λασιθιου καει
Wed Jul 02 19:52:05 +0000 2025;1,94E+18;;0;0;0;;;Ότι να ναι τα fake news πήραν φωτια;οτι να ναι τα fake news πηραν φωτια;fake news πηραν φωτια
Wed Jul 02 19:51:00 +0000 2025;1,94E+18;;114;21;0;;;"Καλά ρε Κούλη, για τον ΟΠΕΚΕΠΕ ήξερες να κάνεις κουμάντο. Την Κρήτη την αφήνεις με 2 ελικόπτερα με την φωτιά να φτανει στην θάλασσα ; #Ιεράπετρα #Φωτια #Κρητη #νδ_εγκληματικη_οργανωση #νδ_ξεφτίλες #ΝΔ_εγκληματιες #Φωτια_Ιεραπετρα #Κουλης_καταστροφεας";"καλα ρε κουλη, για τον οπεκεπε ηξερες να κανεις κουμαντο. την κρητη την αφηνεις με 2 ελικοπτερα με την φωτια να φτανει στην θαλασσα ; #ιεραπετρα #φωτια #κρητη #νδ_εγκληματικη_οργανωση #νδ_ξεφτιλες #νδ_εγκληματιες #φωτια_ιεραπετρα #κουλης_καταστροφεας";ρε κουλη οπεκεπε ηξερες κανεις κουμαντο κρητη αφηνεις ελικοπτερα φωτια φτανει θαλασσα ιεραπετρα φωτια κρητη νδ εγκληματικη οργανωση νδ ξεφτιλες νδ εγκληματιες φωτια ιεραπετρο κουλης καταστροφεας
Wed Jul 02 19:49:51 +0000 2025;1,94E+18;;1;0;1;0;0;Ανεξέλεγκτη η φωτιά στην Ιεράπετρα, σε ύφεση τα μέτωπα σε Χαλκιδική και Κύθηρα (VIDEO - ΦΩΤΟ);ανεξελεγκτη η φωτια στην ιεραπετρα, σε υφεση τα μετωπα σε χαλκιδικη και κυθηρα (video - φωτο);ανεξελεγκτη φωτια ιεραπετρα υφεση μετωπο χαλκιδικη κυθηρα video φωτο
Wed Jul 02 19:49:28 +0000 2025;1,94E+18;;85;50;1;0;1;Εκτός ελέγχου η πυρκαγιά στα Αχλια #Ιεράπετρας. Καίγονται σπίτια στα Φέρμα. Ακολουθήστε τις οδηγίες των Αρχών. #Κρήτη #Εποχικοί #Πυροσβέστες;εκτος ελεγχου η πυρκαγια στα αχλια #ιεραπετρας. καιγονται σπιτια στα φερμα. ακολουθηστε τις οδηγιες των αρχων. #κρητη #εποχικοι #πυροσβεστες;ελεγχου πυρκαγια αχλια ιεραπετρας καιγονται σπιτι φερμα ακολουθηστε οδηγια αρχων κρητη εποχικοι πυροσβεστες
Wed Jul 02 19:49:00 +0000 2025;1,94E+18;;0;0;0;;;"Εσύ δεν έλεγες ότι ο χουπ φελας έλεγε ψέματα πριν ότι δεν καίγεται να έρθει ο παίχτης;";"εσυ δεν ελεγες οτι ο χουπ φελας ελεγε ψεματα πριν οτι δεν καιγεται να ερθει ο παιχτης;";ελεγες χουπ φελας ελεγε ψεματα καιγω ερθει παιχτης
Wed Jul 02 19:48:18 +0000 2025;1,94E+18;;22;0;0;;;SDNA: απέχει χιλιόμετρα από το να κλείσει στον #paobc Το πρώτο και μεγάλο θέμα είναι να θέλει ο ίδιος ο Ρογκαβοπουλος να κλείσει στον #paobc Ούτε ο #paobc καίγεται να έρθει , ούτε ο Ρογκαβοπουλος. ————————————————— Εγώ έτυχε να μάθω μια πληροφορία . Ούτε insider το παίζω ,;sdna: απεχει χιλιομετρα απο το να κλεισει στον #paobc το πρωτο και μεγαλο θεμα ειναι να θελει ο ιδιος ο ρογκαβοπουλος να κλεισει στον #paobc ουτε ο #paobc καιγεται να ερθει , ουτε ο ρογκαβοπουλος. ————————————————— εγω ετυχε να μαθω μια πληροφορια . ουτε insider το παιζω ,;sdna απεχω χιλιομετρο κλειζω paobc μεγαλος θεμα θελω ρογκαβοπουλος κλειζω paobc paobc καιγω ερθει ρογκαβοπουλος ετυχε μαθω πληροφορια insider παιζω
Wed Jul 02 19:48:10 +0000 2025;1,94E+18;;0;0;0;;;"Το γεύμα Δούκα - Γιαννακοπούλου που βάζει ""φωτιά"" στο ΠΑΣΟΚ";"το γευμα δουκα - γιαννακοπουλου που βαζει ""φωτια"" στο πασοκ";γευμα δουκα γιαννακοπουλου βαζω φωτια πασοκ
Wed Jul 02 19:47:25 +0000 2025;1,94E+18;;0;0;0;;;Καίγεται το σπίτι του... γείτονα.;καιγεται το σπιτι του... γειτονα.;καιω σπιτι γειτονας
Wed Jul 02 19:44:15 +0000 2025;1,94E+18;;8;1;0;;;"Έχουμε καταλάβει ότι κανείς δεν ενδιαφέρεται για εμάς; Πρέπει να καίγονται σπίτια ή να σκοτώνονται άνθρωποι για να ξυπνήσουμε; Σε 5 χρόνια βλέπω να μην υπάρχουμε ως χώρα. #ΟΠΕΚΕΠΕ #φωτιά #πυρκαγια";"εχουμε καταλαβει οτι κανεις δεν ενδιαφερεται για εμας; πρεπει να καιγονται σπιτια η να σκοτωνονται ανθρωποι για να ξυπνησουμε; σε 5 χρονια βλεπω να μην υπαρχουμε ως χωρα. #οπεκεπε #φωτια #πυρκαγια";καταλαβω ενδιαφερομαι καιγω σπιτι η σκοτωνω ανθρωπος ξυπνω χρονος βλεπω υπαρχω χωρα οπεκεπε φωτια πυρκαγια
Wed Jul 02 19:43:59 +0000 2025;1,94E+18;;7;1;1;1;1;Φωτιά στο Λασίθι: Δύσκολη η νύχτα στην Ιεράπετρα, ανεξέλεγκτο το πύρινο μέτωπο – Κάηκαν σπίτια, απειλούνται ξενοδοχεία – ΦΩΤΟ και ΒΙΝΤΕΟ;φωτια στο λασιθι: δυσκολη η νυχτα στην ιεραπετρα, ανεξελεγκτο το πυρινο μετωπο – καηκαν σπιτια, απειλουνται ξενοδοχεια – φωτο και βιντεο;φωτια λασιθι δυσκολη νυχτα ιεραπετρα ανεξελεγκτος πυρινος μετωπο καηκαν σπιτι απειλουνται ξενοδοχειο φωτο βιντεο
Wed Jul 02 19:43:15 +0000 2025;1,94E+18;;0;0;0;;;"Νίκη εδώ ο κόσμος καίγεται εσυ βάζεις το κεφάλι στην άμμο;";"νικη εδω ο κοσμος καιγεται εσυ βαζεις το κεφαλι στην αμμο;";νικη κοσμος καιγω εσυ βαζεις κεφαλι αμμο
Wed Jul 02 19:43:09 +0000 2025;1,94E+18;;0;0;1;0;1;Εικόνες αποκάλυψης από την φωτιά στην Ιεράπετρα: Καίγονται σπίτια, εκκενώθηκαν περιοχές (Βίντεο);εικονες αποκαλυψης απο την φωτια στην ιεραπετρα: καιγονται σπιτια, εκκενωθηκαν περιοχες (βιντεο);εικονες αποκαλυψη φωτια ιεραπετρα καιγονται σπιτι εκκενωθηκαν περιοχη βιντεο
Wed Jul 02 19:43:02 +0000 2025;1,94E+18;;1;0;1;0;1;#φωτια στην #Ιεράπετρα / Πύρινη κόλαση - Εκκενώσεις οικισμών και ξενοδοχείων, απειλούνται σπίτια (βίντεο);#φωτια στην #ιεραπετρα / πυρινη κολαση - εκκενωσεις οικισμων και ξενοδοχειων, απειλουνται σπιτια (βιντεο);φωτια ιεραπετρα πυρινη κολαση εκκενωσεις οικισμος ξενοδοχειο απειλουνται σπιτι βιντεο
Wed Jul 02 19:42:46 +0000 2025;1,94E+18;;3;2;1;0;0;Λασίθι: Δύσκολη η νύχτα από τη μεγάλη φωτιά;λασιθι: δυσκολη η νυχτα απο τη μεγαλη φωτια;λασιθι δυσκολη νυχτα μεγαλος φωτια
Wed Jul 02 19:42:10 +0000 2025;1,94E+18;;1;1;1;0;1;Εύβοια: «Λαμπάδιασε» αποθήκη στο Καλοχώρι Παντείχι... (ΦΩΤΟ) #eviazoom #Ευβοια #Χαλκιδα #δημοςχαλκιδεων #φωτια #Πυρκαγια #Xalkida #chalkida #fire #πυροσβέστες;ευβοια: «λαμπαδιασε» αποθηκη στο καλοχωρι παντειχι... (φωτο) #eviazoom #ευβοια #χαλκιδα #δημοςχαλκιδεων #φωτια #πυρκαγια #xalkida #chalkida #fire #πυροσβεστες;ευβοια λαμπαδιασε αποθηκη καλοχωρι παντειχι φωτο eviazoom ευβοια χαλκιδα δημοςχαλκιδεων φωτια πυρκαγια xalkida chalkida fire πυροσβεστης
Wed Jul 02 19:41:38 +0000 2025;1,94E+18;;5;0;0;;;"Σπρώχνει τη φωτιά προς το καμμένο μέρος, οπότε σβήνει. Αν το κάνει ανάποδα έχει ""διαφορετικά"" αποτελέσματα.";"σπρωχνει τη φωτια προς το καμμενο μερος, οποτε σβηνει. αν το κανει αναποδα εχει ""διαφορετικα"" αποτελεσματα.";σπρωχνω φωτια καμμενος μερος σβηνω κανω αναποδα διαφορετικα αποτελεσμα
Wed Jul 02 19:41:14 +0000 2025;1,94E+18;;3;0;0;;;"Είναι δυνατόν να μην έχουμε συνεχή ενημέρωση για την πυρκαγιά στην Ιεράπετρα Κρήτης; ντροπή #ΕΡΤ";"ειναι δυνατον να μην εχουμε συνεχη ενημερωση για την πυρκαγια στην ιεραπετρα κρητης; ντροπη #ερτ";δυνατος συνεχης ενημερωση πυρκαγια ιεραπετρα κρητη ντροπη ερτ
Wed Jul 02 19:41:04 +0000 2025;1,94E+18;;0;0;0;;;#φωτια καίγεται κάθε κομμάτι οξυγόνου . Παρθένα δάση που δεν θα αξιωθούν να αντικρίσουν οι επόμενες γενιές . Δείτε το “;#φωτια καιγεται καθε κομματι οξυγονου . παρθενα δαση που δεν θα αξιωθουν να αντικρισουν οι επομενες γενιες . δειτε το “;φωτια καιγω κομματι οξυγονος παρθενα δασος αξιωθουν αντικριζω επομενος γενια δειτε
Wed Jul 02 19:40:00 +0000 2025;1,94E+18;;0;0;0;;;Η πυρκαγιά παρουσιάζει καλύτερη εικόνα και δεν απειλείται άμεσα κάποιος οικισμός;η πυρκαγια παρουσιαζει καλυτερη εικονα και δεν απειλειται αμεσα καποιος οικισμος;πυρκαγια παρουσιαζω καλος εικονα απειλειται οικισμος
Wed Jul 02 19:39:07 +0000 2025;1,94E+18;;1;0;0;;;Γιατί υπάρχει κόσμος ακόμα που πιστεύει ότι δεν την βάζει χέρι την έκαστη φωτιά;γιατι υπαρχει κοσμος ακομα που πιστευει οτι δεν την βαζει χερι την εκαστη φωτια;υπαρχω κοσμος πιστευω βαζω χερι φωτια
Wed Jul 02 19:38:59 +0000 2025;1,94E+18;;33;4;0;;;#Ιεραπετρα #πυρκαγιά Τι ζούνε οι άνθρωποι Θεέ μου! Κάθε Καλοκαίρι το ίδιο καρδιοχτύπι;#ιεραπετρα #πυρκαγια τι ζουνε οι ανθρωποι θεε μου! καθε καλοκαιρι το ιδιο καρδιοχτυπι;ιεραπετρα πυρκαγια ζουνε ανθρωπος θεε καλοκαιρι καρδιοχτυπι
Wed Jul 02 19:38:28 +0000 2025;1,94E+18;;11;3;0;;;Να ευχηθούμε να σβήσουν χωρίς απώλειες και ζημιές οι #φωτιά σε #Χαλκιδική και #Ιεράπετρα Αυτονήτα δεν επιχαίρουμε ούτε κάνουμε επιλογή ανάμεσα σε στρέματα και φέρετρα. Μόνο αρρωστημένα μυαλά θα έκαναν επιλογή και εκμετάλλευση και δυστυχώς υπάρχουν.;να ευχηθουμε να σβησουν χωρις απωλειες και ζημιες οι #φωτια σε #χαλκιδικη και #ιεραπετρα αυτονητα δεν επιχαιρουμε ουτε κανουμε επιλογη αναμεσα σε στρεματα και φερετρα. μονο αρρωστημενα μυαλα θα εκαναν επιλογη και εκμεταλλευση και δυστυχως υπαρχουν.;ευχηθουμε σβω απωλεια ζημια φωτια χαλκιδικη ιεραπετρα αυτονητα επιχαιρουμε κανω επιλογη στρεματα φερετρο αρρωστω μυαλα εκαναν επιλογη εκμεταλλευση δυστυχως υπαρχω
Wed Jul 02 19:37:49 +0000 2025;1,94E+18;;1;1;0;;;Φωτιά μας βγαίνουν οι δρόμοι, θα πάρω τρακτέρ να πηγαίνω από δίπλα.;φωτια μας βγαινουν οι δρομοι, θα παρω τρακτερ να πηγαινω απο διπλα.;φωτια βγαινω δρομος παρω τρακτερ πηγαινω
Wed Jul 02 19:37:17 +0000 2025;1,94E+18;;0;0;1;0;0;Μεγάλη φωτιά στην Ιεράπετρα: Μάχη με τις φλόγες στα Φέρμα - Ενισχύθηκαν οι δυνάμεις;μεγαλη φωτια στην ιεραπετρα: μαχη με τις φλογες στα φερμα - ενισχυθηκαν οι δυναμεις;μεγαλος φωτια ιεραπετρα μαχη φλογα φερμα ενισχυθηκαν δυναμη
Wed Jul 02 19:37:13 +0000 2025;1,94E+18;;80;49;1;1;1;Εικόνες αποκάλυψης στην Ιεράπετρα απειλούνται σπίτια, απεγκλωβίζονται κάτοικοι. Εκατοντάδες ενεργές εστίες σε ολόκληρη την ορεινή ζώνη. Η φωτιά μαίνεται ανεξέλεγκτη, καίγοντας ό,τι βρίσκει στο πέρασμά της. Οι εναέριες ρίψεις έχουν σταματήσει με τη δύση του ηλίου.;εικονες αποκαλυψης στην ιεραπετρα απειλουνται σπιτια, απεγκλωβιζονται κατοικοι. εκατονταδες ενεργες εστιες σε ολοκληρη την ορεινη ζωνη. η φωτια μαινεται ανεξελεγκτη, καιγοντας ο,τι βρισκει στο περασμα της. οι εναεριες ριψεις εχουν σταματησει με τη δυση του ηλιου.;εικονες αποκαλυψη ιεραπετρα απειλουνται σπιτι απεγκλωβιζω κατοικος εκατονταδα ενεργες εστια ολοκληρος ορεινος ζωνη φωτια μαινομαι ανεξελεγκτος καιγω ο βρισκω περασμα εναεριος ριψεις σταματω δυση ηλιου
