Date,Tweet_ID,Username,Raw Text,Likes,Retweets,is_fire,is_forest,is_urban,Light Cleaned Text,Advanced Cleaned Text,Hard Cleaned Text,Fire Probability,Predicted Label,is_wildland_pred,is_urban_pred,Extracted_Locations,Coordinates
2024-08-12 19:48:26+00:00,1823084146668749014,satyros,Μήπως ξέρει κάποιος στην Νέα Πεντέλη στην περιοχή Άγιος Γεώργιος αν κάηκαν σπίτια; Κοντά στην οδο Στρατονίκης;  #πυρκαγιά #φωτια #Πεντελη #Νέα_Πεντέλη,0,0,,,,Μήπως ξέρει κάποιος στην Νέα Πεντέλη στην περιοχή Άγιος Γεώργιος αν κάηκαν σπίτια; Κοντά στην οδο Στρατονίκης; #πυρκαγιά #φωτια #Πεντελη #Νέα_Πεντέλη,μηπως ξερει καποιος στην νεα πεντελη στην περιοχη αγιος γεωργιος αν καηκαν σπιτια; κοντα στην οδο στρατονικης; #πυρκαγια #φωτια #πεντελη #νεα_πεντελη,ξερω νεος πεντελη περιοχη αγιος γεωργιος καηκαν σπιτι οδος στρατονικης πυρκαγια φωτια πεντελη νεα πεντελη,0.85,1,0,1,"[{'name': 'νεα πεντελη', 'ner_label': 'GPE'}, {'name': 'αγιος γεωργιος', 'ner_label': 'GPE'}, {'name': 'οδο στρατονικης', 'ner_label': 'FAC'}, {'name': 'πεντελη', 'ner_label': 'GPE'}]","[{'lat': 38.0586684, 'lon': 23.8561699, 'name': 'Νέα Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.14674994048981455, 'ner_label': 'GPE', 'original_name': 'νεα πεντελη'}, {'lat': 38.0505896, 'lon': 23.8614591, 'name': 'Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.49026558458181707, 'ner_label': 'GPE', 'original_name': 'πεντελη'}, {'lat': 37.9631558, 'lon': 23.5397906, 'name': 'Άγιος Γεώργιος', 'osm_class': 'place', 'osm_type': 'islet', 'importance': 0.29892160108322774, 'ner_label': 'GPE', 'original_name': 'αγιος γεωργιος'}]"
2024-08-12 19:49:03+00:00,1823084300205466020,Harry.k,"@volcaholic1 @yovanof #Στη Β. Ηπειρο καίγονται χωριά στους Αγ. Σαράντα, μετά τα χωριά της Δερόπολης, εδώ καίγεται η Αττική!!..",1,0,,,,"#Στη Β. Ηπειρο καίγονται χωριά στους Αγ. Σαράντα, μετά τα χωριά της Δερόπολης, εδώ καίγεται η Αττική!...","#στη β. ηπειρο καιγονται χωρια στους αγ. σαραντα, μετα τα χωρια της δεροπολης, εδω καιγεται η αττικη!...",β ηπειρο καιγω χωριο αγ σαραντα χωριο δεροπολη καιω αττικος,0.54,1,0,1,"[{'name': 'αγ . σαραντα', 'ner_label': 'GPE'}, {'name': 'δεροπολης', 'ner_label': 'GPE'}, {'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:49:10+00:00,1823084331633725461,TheOpinion_News,Πολύ υψηλός κίνδυνος πυρκαγιάς και αύριο – Σε συναγερμό η πυροσβεστική https://t.co/Pcw405HS8g #Thessaloniki #skg #TheOpinion,0,2,,,,Πολύ υψηλός κίνδυνος πυρκαγιάς και αύριο – Σε συναγερμό η πυροσβεστική #Thessaloniki #skg #TheOpinion,πολυ υψηλος κινδυνος πυρκαγιας και αυριο – σε συναγερμο η πυροσβεστικη #thessaloniki #skg #theopinion,υψηλοςς κινδυνος πυρκαγιας συναγερμος πυροσβεστικος thessaloniki skg the opinion,0.434,1,0,0,[],[]
2024-08-12 19:50:24+00:00,1823084640766148910,newsbomb.gr,Φωτιά στην Αττική: Τραυματίστηκε πυροσβέστης – Μεταφέρεται στο νοσοκομείο https://t.co/HnJfNZZemY,0,0,,,,Φωτιά στην Αττική: Τραυματίστηκε πυροσβέστης – Μεταφέρεται στο νοσοκομείο,φωτια στην αττικη: τραυματιστηκε πυροσβεστης – μεταφερεται στο νοσοκομειο,φωτια αττικος τραυματιστηκε πυροσβεστης μεταφερω νοσοκομειο,0.774,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:50:44+00:00,1823084725180719420,The Standard,Φωτιά στην Αττική: Ρεπόρτερ έσωσε σκύλο από την πύρινη κόλαση στη Νέα Πεντέλη (βίντεο) -  https://t.co/80Ojnyr8QL https://t.co/UsMLDOjUHY,0,0,,,,Φωτιά στην Αττική: Ρεπόρτερ έσωσε σκύλο από την πύρινη κόλαση στη Νέα Πεντέλη (βίντεο) -,φωτια στην αττικη: ρεπορτερ εσωσε σκυλο απο την πυρινη κολαση στη νεα πεντελη (βιντεο) -,φωτια αττικος ρεπορτερ εσωσε σκυλο πυρινη κολαση νεος πεντελη βιντεο,0.667,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'νεα πεντελη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 38.0586684, 'lon': 23.8561699, 'name': 'Νέα Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.14674994048981455, 'ner_label': 'GPE', 'original_name': 'νεα πεντελη'}]"
2024-08-12 19:51:17+00:00,1823084863660146838,K.Sav21,"Βαθρακογιάννης για φωτιές στην Αττική: Δεν έχουμε ενιαίο μέτωπο, αλλά πολλές ενεργές εστίες Οι εστίες εντοπίζονται στο όρος Πεντέλη και γύρω από τη Λίμνη του Μαραθώνα. #φωτια",6,3,,,,"Βαθρακογιάννης για φωτιές στην Αττική: Δεν έχουμε ενιαίο μέτωπο, αλλά πολλές ενεργές εστίες Οι εστίες εντοπίζονται στο όρος Πεντέλη και γύρω από τη Λίμνη του Μαραθώνα. #φωτια","βαθρακογιαννης για φωτιες στην αττικη: δεν εχουμε ενιαιο μετωπο, αλλα πολλες ενεργες εστιες οι εστιες εντοπιζονται στο ορος πεντελη και γυρω απο τη λιμνη του μαραθωνα. #φωτια",βαθρακογιαννης φωτια αττικος ενιαιος μετωπο ενεργος εστια εστια εντοπιζω ορος πεντελη λιμνη μαραθωνας φωτια,0.924,1,1,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'πεντελη', 'ner_label': 'GPE'}, {'name': 'λιμνη του μαραθωνα', 'ner_label': 'LOC'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 38.0505896, 'lon': 23.8614591, 'name': 'Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.49026558458181707, 'ner_label': 'GPE', 'original_name': 'πεντελη'}]"
2024-08-12 19:51:18+00:00,1823084867317285008,enikos.gr,Φωτιά στην Αττική: Τραυματίστηκε πυροσβέστης – Μεταφέρεται στο νοσοκομείο https://t.co/McPhqQquq5,4,4,,,,Φωτιά στην Αττική: Τραυματίστηκε πυροσβέστης – Μεταφέρεται στο νοσοκομείο,φωτια στην αττικη: τραυματιστηκε πυροσβεστης – μεταφερεται στο νοσοκομειο,φωτια αττικος τραυματιστηκε πυροσβεστης μεταφερω νοσοκομειο,0.774,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:51:29+00:00,1823084916336218176,enikos.gr,Φωτιά στην Αττική: Απόκοσμες εικόνες από τις καταστροφές που έχει αφήσει πίσω της η πύρινη λαίλαπα – ΦΩΤΟ https://t.co/7006VypZXd,4,2,,,,Φωτιά στην Αττική: Απόκοσμες εικόνες από τις καταστροφές που έχει αφήσει πίσω της η πύρινη λαίλαπα – ΦΩΤΟ,φωτια στην αττικη: αποκοσμες εικονες απο τις καταστροφες που εχει αφησει πισω της η πυρινη λαιλαπα – φωτο,φωτια αττικος αποκοσμες εικονα καταστροφη αφηνω πυρινη λαιλαπα φωτο,0.957,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:51:59+00:00,1823085038952448243,ThePressProject,Έχουμε ο ένας τον άλλον. #φωτια #Πεντελη #Βαρβαβας #Βριλήσσια Πυρκαγιά στη ΒΑ Αττική  Aris Oikonomou/ SOOC https://t.co/bSDm2VIELm,47,16,,,,Έχουμε ο ένας τον άλλον. #φωτια #Πεντελη #Βαρβαβας #Βριλήσσια Πυρκαγιά στη ΒΑ Αττική Aris Oikonomou/ SOOC,εχουμε ο ενας τον αλλον. #φωτια #πεντελη #βαρβαβας #βριλησσια πυρκαγια στη βα αττικη aris oikonomou/ sooc,φωτια πεντελη βαρβαβας βριλησσια πυρκαγια βα αττικος aris oikonomou sooc,0.968,1,0,0,"[{'name': 'πεντελη βαρβαβας βριλησσια', 'ner_label': 'GPE'}, {'name': 'βα αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'βα αττικη'}]"
2024-08-12 19:53:20+00:00,1823085380918260095,I ksenitemeni,Στο ΠΑΛΑΙ Γαλατσιου ανάγκη για crates @DogsVoiceGR  #φωτια #πυρκαγιά #Βαρναβα #Πεντελη #Πατημα_Χαλανδριου https://t.co/7vHBIbrlMO,4,5,,,,Στο ΠΑΛΑΙ Γαλατσιου ανάγκη για crates #φωτια #πυρκαγιά #Βαρναβα #Πεντελη #Πατημα_Χαλανδριου,στο παλαι γαλατσιου αναγκη για crates #φωτια #πυρκαγια #βαρναβα #πεντελη #πατημα_χαλανδριου,παλαι γαλατσιος αναγκη cratesς φωτια πυρκαγια βαρναβα πεντελη πατημα χαλανδριου,0.98,1,0,1,"[{'name': 'παλαι γαλατσιου', 'ner_label': 'GPE'}, {'name': 'βαρναβα πεντελη πατημα _ χαλανδριου', 'ner_label': 'GPE'}]",[]
2024-08-12 19:53:23+00:00,1823085392473497962,Flashnews.gr,"🔥 #Φωτιά στην #Αττική: Στέλνουν βοήθεια Σερβία, Ρουμανία και #Τουρκία https://t.co/Jux5bxIiM6  #Flashnews",1,1,,,,"#Φωτιά στην #Αττική: Στέλνουν βοήθεια Σερβία, Ρουμανία και #Τουρκία #Flashnews","#φωτια στην #αττικη: στελνουν βοηθεια σερβια, ρουμανια και #τουρκια #flashnews",φωτια αττικος στελνω βοηθεια σερβια ρουμανια τουρκια flashnews,0.515,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'σερβια', 'ner_label': 'GPE'}, {'name': 'ρουμανια', 'ner_label': 'GPE'}, {'name': 'τουρκια', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 40.1846282, 'lon': 21.9990312, 'name': 'Σέρβια', 'osm_class': 'place', 'osm_type': 'town', 'importance': 0.16005593881132218, 'ner_label': 'GPE', 'original_name': 'σερβια'}, {'lat': 39.2437221, 'lon': 20.996481, 'name': 'Ρουμάνια', 'osm_class': 'place', 'osm_type': 'hamlet', 'importance': 0.13339319371328295, 'ner_label': 'GPE', 'original_name': 'ρουμανια'}]"
2024-08-12 19:54:05+00:00,1823085569984889209,The President GR,Ολονύχτια μάχη με τις φλόγες στην Αττική #Αττική #πυρκαγιά   https://t.co/948ilZuEUg,0,0,,,,Ολονύχτια μάχη με τις φλόγες στην Αττική #Αττική #πυρκαγιά,ολονυχτια μαχη με τις φλογες στην αττικη #αττικη #πυρκαγια,ολονυχτια μαχη φλογα αττικος αττικος πυρκαγια,0.979,1,0,0,"[{'name': 'αττικη αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9974886, 'lon': 23.7258321, 'name': 'Μονάδα Φροντίδας Ηλικιωμένων ""Αττική""', 'osm_class': 'amenity', 'osm_type': 'social_facility', 'importance': 8.327382314789071e-05, 'ner_label': 'GPE', 'original_name': 'αττικη αττικη'}]"
2024-08-12 19:54:40+00:00,1823085715074191604,Γιάννης Κωνσταντάτος,Φωτιά στην Γλυφάδα πάνω από το γήπεδο της Τερψιθέας την κατέγραψε στην εκδήλωση της η κάμερα μας από την Αργυρούπολη και σπεύδουμε να βοηθήσουμε.  Ένα μεγάλο ευχαριστώ στους εθελοντές μας που θυσίασαν διακοπές και παραλίες για να είναι εδώ και να φυλάνε 24ωρες το 24ωρο Θερμοπύλες https://t.co/QKMyQwijFN,35,9,,,,Φωτιά στην Γλυφάδα πάνω από το γήπεδο της Τερψιθέας την κατέγραψε στην εκδήλωση της η κάμερα μας από την Αργυρούπολη και σπεύδουμε να βοηθήσουμε. Ένα μεγάλο ευχαριστώ στους εθελοντές μας που θυσίασαν διακοπές και παραλίες για να είναι εδώ και να φυλάνε 24ωρες το 24ωρο Θερμοπύλες,φωτια στην γλυφαδα πανω απο το γηπεδο της τερψιθεας την κατεγραψε στην εκδηλωση της η καμερα μας απο την αργυρουπολη και σπευδουμε να βοηθησουμε. ενα μεγαλο ευχαριστω στους εθελοντες μας που θυσιασαν διακοπες και παραλιες για να ειναι εδω και να φυλανε 24ωρες το 24ωρο θερμοπυλες,φωτια γλυφαδα γηπεδο τερψιθεα κατεγραψε εκδηλωση καμερα αργυρουπολη σπευδω βοηθω μεγαλος ευχαριστω εθελοντης θυσιασαν διακοπες παραλια φυλανε ωρες ωρο θερμοπυλες,0.888,1,0,1,"[{'name': 'γλυφαδα', 'ner_label': 'GPE'}, {'name': 'τερψιθεας', 'ner_label': 'GPE'}, {'name': 'αργυρουπολη', 'ner_label': 'GPE'}]","[{'lat': 37.8829987, 'lon': 23.767983, 'name': 'Δήμος Γλυφάδας', 'osm_class': 'boundary', 'osm_type': 'administrative', 'importance': 0.2853231881743613, 'ner_label': 'GPE', 'original_name': 'γλυφαδα'}, {'lat': 37.9018403, 'lon': 23.7709411, 'name': 'Τερψιθέα', 'osm_class': 'place', 'osm_type': 'neighbourhood', 'importance': 0.08008327382314791, 'ner_label': 'GPE', 'original_name': 'τερψιθεας'}, {'lat': 37.9059946, 'lon': 23.7503867, 'name': 'Αργυρούπολη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.14674994048981455, 'ner_label': 'GPE', 'original_name': 'αργυρουπολη'}]"
2024-08-12 19:54:46+00:00,1823085741120905698,Ioannis K. Erripis,"@CopernicusEMS Εδώ πάλι από την πλατεία Δροσιάς, η πίσω πλευρά της Πεντέλης, φαίνονται φλόγες (!) από την φωτιά στην Νέα Πεντέλη και πέρα https://t.co/OGUhVP24Nb",0,0,,,,"Εδώ πάλι από την πλατεία Δροσιάς, η πίσω πλευρά της Πεντέλης, φαίνονται φλόγες (!) από την φωτιά στην Νέα Πεντέλη και πέρα","εδω παλι απο την πλατεια δροσιας, η πισω πλευρα της πεντελης, φαινονται φλογες (!) απο την φωτια στην νεα πεντελη και περα",πλατεια δροσιας πλευρα πεντελης φαινονται φλογα φωτια νεος πεντελη,0.813,1,0,1,"[{'name': 'πλατεια δροσιας', 'ner_label': 'FAC'}, {'name': 'πεντελης', 'ner_label': 'GPE'}, {'name': 'νεα πεντελη', 'ner_label': 'GPE'}]","[{'lat': 38.0505896, 'lon': 23.8614591, 'name': 'Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.49026558458181707, 'ner_label': 'GPE', 'original_name': 'πεντελης'}, {'lat': 38.0586684, 'lon': 23.8561699, 'name': 'Νέα Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.14674994048981455, 'ner_label': 'GPE', 'original_name': 'νεα πεντελη'}, {'lat': 38.1205008, 'lon': 23.8586308, 'name': 'πλατεία Δροσιάς', 'osm_class': 'place', 'osm_type': 'square', 'importance': 0.06672528801403829, 'ner_label': 'FAC', 'original_name': 'πλατεια δροσιας'}]"
2024-08-12 19:56:44+00:00,1823086233880309976,e-press.gr,Φωτιά στην Αττική: Μάχη με τις φλόγες για δεύτερο 24ωρο – Ανυπολόγιστη καταστροφή -  https://t.co/pGl8bOhUnE https://t.co/YOSQDIl8zJ,0,0,,,,Φωτιά στην Αττική: Μάχη με τις φλόγες για δεύτερο 24ωρο – Ανυπολόγιστη καταστροφή -,φωτια στην αττικη: μαχη με τις φλογες για δευτερο 24ωρο – ανυπολογιστη καταστροφη -,φωτια αττικος μαχη φλογα δευτερος ωρο ανυπολογιστη καταστροφη,0.979,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:57:07+00:00,1823086333000302659,pontosnews.gr,"Δήμαρχος Γλυφάδας: «Από ανθρώπινο χέρι η φωτιά στην Τερψιθέα, ξέρουμε ποιοι είναι» https://t.co/Ijva6lavVV #pontosnews",3,3,,,,"Δήμαρχος Γλυφάδας: «Από ανθρώπινο χέρι η φωτιά στην Τερψιθέα, ξέρουμε ποιοι είναι» #pontosnews","δημαρχος γλυφαδας: «απο ανθρωπινο χερι η φωτια στην τερψιθεα, ξερουμε ποιοι ειναι» #pontosnews",δημαρχος γλυφαδα ανθρωπινος χερι φωτια τερψιθεα ξερω ποιος pontosnews,0.896,1,0,0,"[{'name': 'γλυφαδας', 'ner_label': 'GPE'}, {'name': 'τερψιθεα', 'ner_label': 'GPE'}]","[{'lat': 37.8829987, 'lon': 23.767983, 'name': 'Δήμος Γλυφάδας', 'osm_class': 'boundary', 'osm_type': 'administrative', 'importance': 0.2853231881743613, 'ner_label': 'GPE', 'original_name': 'γλυφαδας'}, {'lat': 37.9018403, 'lon': 23.7709411, 'name': 'Τερψιθέα', 'osm_class': 'place', 'osm_type': 'neighbourhood', 'importance': 0.08008327382314791, 'ner_label': 'GPE', 'original_name': 'τερψιθεα'}]"
2024-08-12 19:57:11+00:00,1823086347474633046,Εκκλησία Online,ΑΔΜΗΕ για τη φωτιά ΤΩΡΑ στην Αττική: Έχουν επηρεαστεί γραμμές μεταφοράς https://t.co/O2mOXGAt1w,0,0,,,,ΑΔΜΗΕ για τη φωτιά ΤΩΡΑ στην Αττική: Έχουν επηρεαστεί γραμμές μεταφοράς,αδμηε για τη φωτια τωρα στην αττικη: εχουν επηρεαστει γραμμες μεταφορας,αδμηε φωτια τωρα αττικος επηρεαστει γραμμη μεταφορα,0.379,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:58:42+00:00,1823086728770445744,BankingNews.gr,Αναζωπύρωση και στο #Γραμματικο  – Σκληρή μάχη δίνουν 100 #πυροσβέστες στην περιοχή του Άνω Σουλίου https://t.co/mn3S4QXWm0 via @bankingnewsgr,1,0,,,,Αναζωπύρωση και στο #Γραμματικο – Σκληρή μάχη δίνουν 100 #πυροσβέστες στην περιοχή του Άνω Σουλίου via,αναζωπυρωση και στο #γραμματικο – σκληρη μαχη δινουν 100 #πυροσβεστες στην περιοχη του ανω σουλιου via,αναζωπυρωση γραμματικο σκληρη μαχη δινω πυροσβεστης περιοχη σουλιου via,0.948,1,0,0,"[{'name': 'γραμματικο', 'ner_label': 'GPE'}, {'name': 'ανω σουλιου', 'ner_label': 'LOC'}]","[{'lat': 38.202808, 'lon': 23.9674989, 'name': 'Γραμματικό', 'osm_class': 'place', 'osm_type': 'village', 'importance': 0.4763187189984269, 'ner_label': 'GPE', 'original_name': 'γραμματικο'}]"
2024-08-12 20:00:01+00:00,1823087059751387628,HuffPost Greece,Φωτιά στην Αττική: Ποιες περιοχές έχουν επιβαρυνθεί πιο πολύ από τους καπνούς και τις στάχτες  https://t.co/qfXNzXTc4y,0,0,,,,Φωτιά στην Αττική: Ποιες περιοχές έχουν επιβαρυνθεί πιο πολύ από τους καπνούς και τις στάχτες,φωτια στην αττικη: ποιες περιοχες εχουν επιβαρυνθει πιο πολυ απο τους καπνους και τις σταχτες,φωτια αττικος ποιες περιοχη επιβαρυνθει καπνος σταχτα,0.527,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 20:00:05+00:00,1823087079003128051,Σαδεντρέπεσαι,"Φωτιά στο Χαλάνδρι εγραφε, στη Χαλκιδική διάβασα 😨",1,0,,,,"Φωτιά στο Χαλάνδρι εγραφε, στη Χαλκιδική διάβασα","φωτια στο χαλανδρι εγραφε, στη χαλκιδικη διαβασα",φωτια χαλανδρι εγραφε χαλκιδικη διαβασα,0.947,1,0,0,"[{'name': 'χαλανδρι', 'ner_label': 'GPE'}, {'name': 'χαλκιδικη', 'ner_label': 'GPE'}]","[{'lat': 38.0217116, 'lon': 23.8207549, 'name': 'Χαλάνδρι', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.3446563915113022, 'ner_label': 'GPE', 'original_name': 'χαλανδρι'}, {'lat': 40.3309628, 'lon': 23.3621462, 'name': 'Χαλκιδική', 'osm_class': 'natural', 'osm_type': 'peninsula', 'importance': 0.5414732676677823, 'ner_label': 'GPE', 'original_name': 'χαλκιδικη'}]"
2024-08-12 20:00:08+00:00,1823087092102271433,olympiaGR,Φωτιά στην Αττική: Από την πυρκαγιά του 2009 στο χάος του 2024 https://t.co/5nemxOfawq #olympia,1,3,,,,Φωτιά στην Αττική: Από την πυρκαγιά του 2009 στο χάος του 2024 #olympia,φωτια στην αττικη: απο την πυρκαγια του 2009 στο χαος του 2024 #olympia,φωτια αττικος πυρκαγια χαος olympia,0.979,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 20:00:22+00:00,1823087150012957092,Athens Voice,Φωτιά στην Αττική: Σώθηκε τελευταία στιγμή το Αστεροσκοπείο Πεντέλης (Βίντεο)  #φωτια #Αττικη  https://t.co/gjQmSITzvp,2,0,,,,Φωτιά στην Αττική: Σώθηκε τελευταία στιγμή το Αστεροσκοπείο Πεντέλης (Βίντεο) #φωτια #Αττικη,φωτια στην αττικη: σωθηκε τελευταια στιγμη το αστεροσκοπειο πεντελης (βιντεο) #φωτια #αττικη,φωτια αττικος σωθηκε στιγμη αστεροσκοπειο πεντελης βιντεο φωτια αττικη,0.985,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'αστεροσκοπειο πεντελης', 'ner_label': 'FAC'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 38.0473109, 'lon': 23.8645031, 'name': 'Αστεροσκοπείο Πεντέλης', 'osm_class': 'tourism', 'osm_type': 'viewpoint', 'importance': 8.327382314789071e-05, 'ner_label': 'FAC', 'original_name': 'αστεροσκοπειο πεντελης'}]"
2024-08-12 20:01:00+00:00,1823087310025507060,ΒΛΑΧΟΠΟΙΜΗΝ ΜΕΛΙΣΣΟΦΙΛΟΣ,"Η φωτιά από το Βαρνάβα στα Μελίσσια,40 περίπου χιλιόμετρα,έφτασε σε πάνω από 24 ώρες. Ούτε 2χιλ την ώρα. Στο Μάτι σε 1 ώρα διάνυσε περίπου 15 χιλ. Και υπάρχουν άνθρωποι που συγκρίνουν τις δύο πυρκαγιές. Και περιμένετε καλύτερες μέρες. Μη φάτε, έχουμε πατσοπόδαρα στο φούρνο.",14,9,,,,"Η φωτιά από το Βαρνάβα στα Μελίσσια,40 περίπου χιλιόμετρα,έφτασε σε πάνω από 24 ώρες. Ούτε 2χιλ την ώρα. Στο Μάτι σε 1 ώρα διάνυσε περίπου 15 χιλ. Και υπάρχουν άνθρωποι που συγκρίνουν τις δύο πυρκαγιές. Και περιμένετε καλύτερες μέρες. Μη φάτε, έχουμε πατσοπόδαρα στο φούρνο.","η φωτια απο το βαρναβα στα μελισσια,40 περιπου χιλιομετρα,εφτασε σε πανω απο 24 ωρες. ουτε 2χιλ την ωρα. στο ματι σε 1 ωρα διανυσε περιπου 15 χιλ. και υπαρχουν ανθρωποι που συγκρινουν τις δυο πυρκαγιες. και περιμενετε καλυτερες μερες. μη φατε, εχουμε πατσοποδαρα στο φουρνο.",φωτια βαρναβας μελισσια χιλιομετρο φτανω ωρα χιλ ωρα ματι ωρα διανυσε χιλ υπαρχω ανθρωπος συγκρινω δυο πυρκαγιες περιμενετε καλυτερες μερα φατε πατσοποδαρα φουρνος,0.471,1,1,0,"[{'name': 'βαρναβα', 'ner_label': 'GPE'}, {'name': 'μελισσια', 'ner_label': 'GPE'}, {'name': 'ματι', 'ner_label': 'GPE'}]","[{'lat': 37.9656966, 'lon': 23.743307, 'name': 'Πλατεία Βαρνάβα', 'osm_class': 'leisure', 'osm_type': 'park', 'importance': 0.08008327382314791, 'ner_label': 'GPE', 'original_name': 'βαρναβα'}, {'lat': 40.9138035, 'lon': 24.0908794, 'name': 'Μάτι', 'osm_class': 'natural', 'osm_type': 'peak', 'importance': 0.43096957211662124, 'ner_label': 'GPE', 'original_name': 'ματι'}, {'lat': 38.0491855, 'lon': 23.8352653, 'name': 'Μελίσσια', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.14674994048981455, 'ner_label': 'GPE', 'original_name': 'μελισσια'}]"
